host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
9663614,Ipanema,Private room,225,2,45,1,364
88205924,Leblon,Private room,252,1,0,1,90
13599687,Santa Teresa,Entire home/apt,252,1,0,1,365
21658717,Copacabana,Entire home/apt,192,3,0,1,344
84765020,Gvea,Private room,150,3,1,3,174
84584441,Copacabana,Entire home/apt,601,15,0,1,363
17651126,Botafogo,Entire home/apt,699,4,0,1,365
41177142,Humait,Private room,361,3,0,1,365
48162937,Barra da Tijuca,Entire home/apt,999,5,0,1,90
12831109,Lagoa,Entire home/apt,901,1,8,1,365
8127900,Botafogo,Entire home/apt,601,3,3,1,362
15940255,Botafogo,Entire home/apt,180,3,1,2,180
13472180,Humait,Private room,500,1,0,1,365
14854703,Lagoa,Entire home/apt,849,7,0,2,358
47354647,Copacabana,Private room,101,1,0,3,364
183303366,Santa Teresa,Entire home/apt,150,2,0,4,179
28071764,Copacabana,Private room,199,4,0,1,178
113799063,Centro,Entire home/apt,379,1,0,1,364
10863754,Copacabana,Private room,548,1,1,1,365
21230410,Leblon,Entire home/apt,548,2,1,2,362
78076938,Gvea,Private room,300,1,0,1,89
34611028,Gvea,Private room,199,2,0,3,305
88359606,Humait,Entire home/apt,398,2,0,1,179
58517918,Copacabana,Entire home/apt,1198,3,0,1,365
15226412,Botafogo,Entire home/apt,601,3,1,1,170
15971503,Barra da Tijuca,Entire home/apt,451,3,0,6,363
74461687,Barra da Tijuca,Entire home/apt,1502,30,0,1,83
41187693,Barra da Tijuca,Entire home/apt,451,4,1,1,363
87391841,Barra da Tijuca,Entire home/apt,3200,3,0,2,88
31689897,Jacarepagu,Entire home/apt,1878,1,0,2,83
58089703,Jacarepagu,Entire home/apt,3756,30,0,1,365
67700132,Santa Teresa,Private room,203,1,0,1,365
84362591,Jacarepagu,Entire home/apt,920,25,0,2,358
47639842,Tijuca,Private room,75,2,8,1,364
16589098,Tijuca,Private room,71,1,2,1,364
1712351,Tijuca,Private room,192,1,0,2,178
4955510,Santa Teresa,Private room,64,3,2,2,364
1435630,Centro,Private room,124,4,2,1,365
77808187,Jacarepagu,Private room,751,1,0,1,364
62277685,Centro,Private room,98,1,6,2,153
84542316,Jacarepagu,Private room,451,1,0,3,364
85130483,Flamengo,Private room,41,30,0,1,279
9398312,Barra da Tijuca,Entire home/apt,500,4,4,2,332
50893268,Jacarepagu,Shared room,101,4,1,11,365
155277313,Jardim Botnico,Entire home/apt,252,4,1,1,358
30729912,Humait,Entire home/apt,300,2,0,4,194
70024407,Lagoa,Entire home/apt,1052,10,0,1,358
36166327,Lagoa,Entire home/apt,3756,15,0,1,365
194072318,Tijuca,Private room,120,1,0,1,179
14191100,Jardim Botnico,Entire home/apt,3756,1,0,1,365
91371277,Tijuca,Private room,169,3,3,1,344
171869673,Tijuca,Private room,41,2,1,7,166
55138899,Lagoa,Entire home/apt,950,1,0,2,358
13103025,Humait,Entire home/apt,4999,2,0,1,180
86730850,Lagoa,Entire home/apt,500,7,0,1,88
14296363,Lagoa,Private room,376,1,1,2,365
8755449,Lagoa,Private room,120,1,1,1,338
30534267,Barra da Tijuca,Entire home/apt,601,5,2,1,362
72875603,Barra da Tijuca,Entire home/apt,199,2,1,1,72
53732618,Barra da Tijuca,Entire home/apt,901,5,0,1,364
66782664,Jacarepagu,Entire home/apt,639,1,0,1,365
85966779,Jacarepagu,Entire home/apt,601,1,0,1,90
34342334,Jacarepagu,Entire home/apt,601,4,0,1,89
71296327,Jacarepagu,Entire home/apt,699,3,0,1,365
2024347,Barra da Tijuca,Private room,75,1,5,22,365
212487623,Barra da Tijuca,Entire home/apt,165,2,0,1,363
68316361,Barra da Tijuca,Private room,222,2,0,3,364
2024347,Itanhang,Private room,60,7,1,22,365
78598801,Barra da Tijuca,Entire home/apt,285,2,0,7,206
80222873,Jacarepagu,Entire home/apt,650,7,0,2,87
50388372,Barra da Tijuca,Entire home/apt,3752,7,0,1,83
48471618,Barra da Tijuca,Entire home/apt,1127,1,0,1,365
4873555,Barra da Tijuca,Entire home/apt,552,1,2,13,0
84243577,Barra da Tijuca,Entire home/apt,691,5,0,1,88
91908632,Jacarepagu,Private room,71,1,8,1,364
75280510,Barra da Tijuca,Entire home/apt,1018,20,0,1,173
145677435,Barra da Tijuca,Entire home/apt,101,30,0,1,365
116831404,Barra da Tijuca,Entire home/apt,199,3,1,3,191
14315762,Jacarepagu,Entire home/apt,635,1,1,2,363
12183878,Jacarepagu,Entire home/apt,751,7,0,2,365
71785759,Jacarepagu,Entire home/apt,800,15,0,1,358
82394376,Jacarepagu,Entire home/apt,500,3,0,1,365
86680235,Barra da Tijuca,Entire home/apt,2122,1,0,1,87
43615828,Recreio dos Bandeirantes,Entire home/apt,999,1,3,1,90
29630140,Lagoa,Entire home/apt,214,2,1,2,150
2024347,Barra da Tijuca,Entire home/apt,120,1,1,22,365
45629040,Barra da Tijuca,Entire home/apt,500,7,0,1,365
55048536,Jacarepagu,Shared room,120,7,0,2,364
145036386,Jacarepagu,Shared room,71,1,3,2,360
21719362,Lagoa,Private room,94,1,4,1,170
1726378,Humait,Private room,199,7,1,2,364
112742162,Barra da Tijuca,Entire home/apt,601,2,3,2,364
86885475,Barra da Tijuca,Entire home/apt,252,3,0,3,360
12574813,Barra da Tijuca,Entire home/apt,432,1,1,1,363
31457597,Recreio dos Bandeirantes,Entire home/apt,1499,30,0,1,364
57251132,Jacarepagu,Entire home/apt,101,3,0,3,365
21088073,Lagoa,Private room,131,2,0,2,138
33903454,Barra da Tijuca,Entire home/apt,1799,15,0,1,365
16787666,Barra da Tijuca,Entire home/apt,150,3,1,1,9
8133337,Barra da Tijuca,Entire home/apt,150,4,37,1,64
2109127,Humait,Private room,150,3,0,1,364
17940145,Santa Teresa,Entire home/apt,79,2,3,1,153
49262225,Copacabana,Private room,56,1,13,1,260
14247029,Lagoa,Private room,38,1,2,4,45
90441444,Jacarepagu,Entire home/apt,398,1,2,2,179
10784605,Lagoa,Private room,86,1,102,3,317
13318882,Copacabana,Entire home/apt,500,1,0,1,0
69868757,Leblon,Entire home/apt,999,25,0,1,0
48422107,Barra da Tijuca,Entire home/apt,9998,1,0,1,0
68893447,Barra da Tijuca,Entire home/apt,252,5,0,1,0
59362944,Jacarepagu,Entire home/apt,800,1,0,1,0
982479,Vargem Grande,Private room,300,1,0,3,0
15022056,Jacarepagu,Entire home/apt,999,1,1,4,0
56168564,Rio Comprido,Entire home/apt,1127,1,0,1,0
41168425,Copacabana,Entire home/apt,4883,7,0,5,0
63390777,Barra da Tijuca,Entire home/apt,950,1,0,1,0
57097386,Santa Teresa,Entire home/apt,214,1,0,1,0
53306141,Jacarepagu,Entire home/apt,1198,1,0,1,0
33190433,Copacabana,Entire home/apt,154,2,11,1,0
56614524,Vidigal,Entire home/apt,376,1,0,1,0
3701212,Botafogo,Private room,131,3,1,2,0
54267689,Copacabana,Private room,199,1,1,2,0
59089590,Copacabana,Entire home/apt,751,1,0,1,0
60216908,Itanhang,Entire home/apt,12999,7,0,1,0
9079103,Lagoa,Entire home/apt,1679,15,0,1,0
57398296,Jacarepagu,Private room,199,1,3,1,0
52422494,Copacabana,Entire home/apt,398,3,2,1,0
52514848,Vargem Pequena,Private room,150,1,0,1,0
1582846,Copacabana,Entire home/apt,654,3,2,1,0
46945958,Barra da Tijuca,Entire home/apt,4999,1,0,2,0
52035658,Tijuca,Private room,101,1,0,1,0
54637048,Barra da Tijuca,Entire home/apt,2130,7,1,1,0
1038831,Flamengo,Private room,150,1,0,1,0
51568511,Copacabana,Entire home/apt,751,1,0,1,0
51589123,Santa Teresa,Private room,71,3,0,1,0
52587243,Ipanema,Entire home/apt,398,1,0,1,0
55097607,Copacabana,Entire home/apt,500,1,0,1,0
21006720,Copacabana,Entire home/apt,999,5,0,1,0
13580277,Ipanema,Entire home/apt,274,3,1,62,1
89572,Santa Teresa,Entire home/apt,188,1,0,1,0
166987363,Copacabana,Entire home/apt,282,3,0,1,343
3911520,Copacabana,Entire home/apt,222,1,0,12,348
1381764,Copacabana,Entire home/apt,214,2,58,19,329
26760604,Copacabana,Entire home/apt,229,4,0,2,174
50458137,Copacabana,Entire home/apt,300,5,0,54,365
115783339,Copacabana,Entire home/apt,162,5,7,6,335
74463624,Copacabana,Entire home/apt,222,3,31,36,107
8156211,Copacabana,Entire home/apt,999,2,0,12,361
532498,Ipanema,Entire home/apt,669,2,0,29,175
15637811,Ipanema,Entire home/apt,950,5,0,16,111
51356424,Copacabana,Entire home/apt,131,1,13,2,154
69879971,Ipanema,Entire home/apt,631,5,0,1,88
4366452,Copacabana,Entire home/apt,177,2,117,1,309
81010661,Copacabana,Entire home/apt,999,5,0,1,358
15811328,Copacabana,Entire home/apt,1690,1,0,4,365
66039372,Ipanema,Entire home/apt,1300,2,14,21,304
16489043,Ipanema,Entire home/apt,162,14,0,1,364
12029822,Copacabana,Private room,150,1,16,6,357
21365765,Ipanema,Entire home/apt,560,2,4,20,355
16466126,Ipanema,Entire home/apt,300,5,1,1,7
4873555,Ipanema,Entire home/apt,447,2,2,13,354
792218,Ipanema,Entire home/apt,259,3,28,10,330
20983064,Ipanema,Entire home/apt,699,3,2,9,365
13955604,Ipanema,Entire home/apt,387,3,65,2,144
86882640,Ipanema,Entire home/apt,248,2,16,1,242
15008416,Ipanema,Entire home/apt,349,3,0,2,364
727296,Leblon,Entire home/apt,349,2,0,1,214
13580277,Ipanema,Entire home/apt,199,3,11,62,216
194805663,Copacabana,Entire home/apt,398,1,0,2,180
81876389,Leblon,Entire home/apt,162,2,4,42,288
16438794,Leme,Entire home/apt,1502,1,0,1,365
4822790,Copacabana,Private room,192,5,0,2,347
12538233,Copacabana,Private room,101,1,7,3,362
15194432,Ipanema,Entire home/apt,849,6,0,7,180
16591192,Copacabana,Private room,131,3,0,2,177
4255118,Ipanema,Entire home/apt,1348,1,0,42,363
4581272,Copacabana,Entire home/apt,139,3,45,18,321
4307081,Ipanema,Entire home/apt,259,3,1,55,361
50458137,Copacabana,Entire home/apt,999,1,0,54,365
26160902,Leblon,Private room,500,3,0,1,365
70159544,Leblon,Entire home/apt,661,3,0,31,19
70159544,Leblon,Entire home/apt,526,3,0,31,197
12035124,Leblon,Entire home/apt,4000,1,0,2,365
11065149,Copacabana,Entire home/apt,901,4,1,1,365
14629690,Botafogo,Private room,79,2,71,5,339
51211613,Centro,Entire home/apt,75,4,7,1,362
11946289,Centro,Entire home/apt,300,5,0,1,365
15391380,Barra da Tijuca,Entire home/apt,999,10,0,1,363
55581111,Barra da Tijuca,Entire home/apt,699,2,0,1,365
77366757,Barra da Tijuca,Entire home/apt,2798,20,0,1,364
10330727,Centro,Entire home/apt,398,7,0,1,365
19048668,Centro,Entire home/apt,165,5,1,1,90
9358859,Santa Teresa,Private room,90,5,0,1,87
4005407,Barra da Tijuca,Entire home/apt,500,1,2,38,365
44181853,Lagoa,Private room,124,3,0,1,88
13191779,Copacabana,Private room,131,4,7,1,365
85234618,Lagoa,Private room,135,2,1,2,246
21185941,Botafogo,Private room,252,5,1,4,89
4050528,Centro,Entire home/apt,319,2,0,1,365
109162876,Barra da Tijuca,Private room,124,1,0,2,365
70772066,Centro,Entire home/apt,398,1,0,1,89
12619590,Botafogo,Private room,526,3,0,1,258
37832646,Humait,Private room,199,1,0,1,365
3404232,Botafogo,Private room,376,1,0,1,89
50863972,Humait,Private room,173,3,0,1,68
21540191,Botafogo,Private room,252,1,0,1,365
15278308,Humait,Private room,101,3,0,1,362
14096835,Humait,Private room,101,2,3,1,359
64795745,Centro,Private room,150,2,0,1,180
14164997,Barra da Tijuca,Entire home/apt,2299,1,0,1,365
53838632,Barra da Tijuca,Entire home/apt,999,2,0,1,363
15079993,Barra da Tijuca,Entire home/apt,1998,1,0,1,365
16037307,Barra da Tijuca,Entire home/apt,3001,30,0,1,365
62173203,Barra da Tijuca,Entire home/apt,150,6,12,1,193
40606060,Barra da Tijuca,Entire home/apt,3756,15,0,2,87
93536232,Barra da Tijuca,Entire home/apt,548,1,0,2,333
9700077,Centro,Entire home/apt,999,3,0,2,365
91654021,Santa Teresa,Entire home/apt,364,2,0,213,365
76461284,Jacarepagu,Entire home/apt,800,3,1,1,88
174191234,Barra da Tijuca,Entire home/apt,439,1,0,1,225
56058824,Jacarepagu,Entire home/apt,1499,15,0,1,365
72301645,Maracan,Entire home/apt,1127,1,0,1,364
45671261,Jacarepagu,Entire home/apt,1998,15,0,1,358
11652706,Jacarepagu,Entire home/apt,1089,7,0,2,365
5211639,Tijuca,Shared room,56,1,0,6,365
5211639,Tijuca,Shared room,56,1,2,6,365
87141841,Tijuca,Shared room,252,1,0,1,364
36897738,Vila Isabel,Shared room,60,1,0,3,363
57372684,Centro,Entire home/apt,101,4,15,1,85
153812832,Centro,Entire home/apt,83,1,9,1,326
83499485,Jacarepagu,Entire home/apt,2501,1,0,2,363
111207239,Tijuca,Entire home/apt,500,4,0,1,88
14080654,Tijuca,Entire home/apt,150,3,0,2,130
51330087,Tijuca,Entire home/apt,300,1,11,2,365
13775073,Botafogo,Private room,150,1,4,2,352
13677255,Botafogo,Private room,173,2,1,2,329
111435920,Centro,Entire home/apt,451,1,2,1,90
102464058,Copacabana,Private room,101,1,1,1,365
85741598,Jacarepagu,Entire home/apt,1157,3,0,1,364
7276406,Barra da Tijuca,Entire home/apt,162,10,0,1,365
151913827,Centro,Entire home/apt,120,2,0,1,358
172187325,Barra da Tijuca,Private room,199,3,0,2,272
46585725,Centro,Entire home/apt,252,2,0,1,295
160484490,Santa Teresa,Entire home/apt,252,5,0,1,365
59444994,Jacarepagu,Entire home/apt,428,10,0,2,363
17283004,Centro,Entire home/apt,120,7,2,6,364
24610336,Jacarepagu,Entire home/apt,349,2,3,1,365
74120782,Jacarepagu,Entire home/apt,334,30,8,3,212
4418149,Jacarepagu,Entire home/apt,699,2,3,1,283
198692867,Barra da Tijuca,Entire home/apt,300,2,0,2,355
24046369,Barra da Tijuca,Entire home/apt,338,2,19,1,0
67370209,Barra da Tijuca,Entire home/apt,800,2,17,1,343
213009464,Santa Teresa,Private room,49,1,0,1,364
78686224,Jacarepagu,Entire home/apt,394,2,2,1,365
616029,Flamengo,Entire home/apt,270,1,0,4,360
79292970,Jacarepagu,Entire home/apt,503,10,0,1,365
13718449,Flamengo,Entire home/apt,338,2,4,9,358
93531328,Botafogo,Entire home/apt,699,2,0,1,362
6590565,Flamengo,Entire home/apt,841,5,0,1,365
13454285,Centro,Private room,180,3,0,1,363
140837316,Jacarepagu,Entire home/apt,349,4,1,1,31
81850977,Jacarepagu,Entire home/apt,300,1,0,2,358
12457604,Lagoa,Entire home/apt,800,1,0,1,365
12965530,Humait,Entire home/apt,451,5,0,1,88
17788433,Tijuca,Private room,120,1,2,1,357
73762724,Tijuca,Private room,49,90,0,2,365
55702047,Centro,Entire home/apt,500,1,0,1,365
206307908,Santa Teresa,Private room,270,1,0,8,354
35425716,Centro,Entire home/apt,210,1,1,1,365
30717384,Barra da Tijuca,Entire home/apt,601,3,2,7,361
127701502,Barra da Tijuca,Private room,150,2,2,1,178
54105776,Barra da Tijuca,Private room,300,3,2,1,362
55191428,Barra da Tijuca,Entire home/apt,1998,15,0,3,365
15560428,Barra da Tijuca,Entire home/apt,1149,3,4,5,275
63521258,Barra da Tijuca,Private room,150,1,1,2,363
42498117,Jacarepagu,Entire home/apt,500,3,0,1,358
64014728,Jacarepagu,Entire home/apt,901,3,0,1,180
15224107,Barra da Tijuca,Private room,500,2,0,2,365
85845911,Jacarepagu,Private room,1202,1,2,1,364
30150244,Barra da Tijuca,Private room,601,1,0,1,365
25231430,Jacarepagu,Private room,79,1,4,2,364
68064937,Jacarepagu,Private room,300,15,0,1,362
206163503,Centro,Entire home/apt,105,2,0,1,361
83483596,Jacarepagu,Private room,800,1,0,1,365
16256404,Centro,Entire home/apt,131,3,0,1,357
11624563,Maracan,Entire home/apt,901,3,0,1,365
18961915,Jacarepagu,Private room,53,1,13,1,164
83581995,Centro,Private room,252,2,0,1,83
97790274,Tijuca,Entire home/apt,259,1,4,1,360
79980748,Flamengo,Entire home/apt,4000,10,0,1,364
4168313,Santa Teresa,Private room,391,7,0,6,365
110997793,Centro,Private room,162,2,0,4,169
71483443,Jacarepagu,Entire home/apt,1300,15,1,1,358
12612499,Jacarepagu,Entire home/apt,252,3,2,1,90
180404337,Centro,Private room,83,2,0,1,66
78891322,Jacarepagu,Entire home/apt,180,3,6,3,278
169289206,Jacarepagu,Entire home/apt,781,2,4,3,338
12738072,Tijuca,Entire home/apt,1499,1,0,1,365
8368066,Centro,Entire home/apt,101,2,57,3,320
13354246,Flamengo,Entire home/apt,4346,7,0,1,365
14595045,Maracan,Entire home/apt,1300,1,0,1,365
14970083,Lagoa,Entire home/apt,834,3,0,1,365
9739433,Lagoa,Entire home/apt,1653,5,0,1,364
1572774,Lagoa,Entire home/apt,3005,4,0,1,365
15514991,Tijuca,Private room,500,1,0,1,365
90212180,Tijuca,Private room,86,1,5,3,365
44396864,Flamengo,Private room,177,1,10,1,90
177887256,Botafogo,Private room,75,3,1,1,284
170394995,Urca,Private room,79,2,0,1,89
196752,Tijuca,Private room,86,1,2,2,365
102133481,Botafogo,Private room,90,1,17,4,279
81703739,Tijuca,Private room,101,2,1,1,364
220037451,Santa Teresa,Entire home/apt,45,1,0,2,70
113665652,Centro,Entire home/apt,1499,1,0,1,365
43770905,Centro,Private room,691,1,0,1,365
80289612,Camorim,Entire home/apt,1198,1,0,1,362
2064534,Barra da Tijuca,Shared room,75,2,6,6,322
56109014,Centro,Private room,563,1,0,2,365
58323400,Barra da Tijuca,Entire home/apt,500,30,0,1,358
120271407,Recreio dos Bandeirantes,Private room,349,1,0,1,365
7264115,Recreio dos Bandeirantes,Private room,252,3,0,1,83
2915201,Vidigal,Entire home/apt,300,4,0,31,364
70531355,Recreio dos Bandeirantes,Entire home/apt,601,2,0,1,365
27865008,Camorim,Entire home/apt,180,1,1,7,172
5416871,Glria,Entire home/apt,150,2,0,1,365
203852430,Vargem Pequena,Private room,120,1,0,1,88
67101774,Taquara,Shared room,7501,1,0,1,89
9830840,Ipanema,Entire home/apt,293,3,56,1,128
15459636,Maracan,Entire home/apt,1198,1,0,1,365
4347260,Jardim Botnico,Entire home/apt,800,5,4,1,365
168034208,Barra da Tijuca,Entire home/apt,150,2,0,1,64
211291876,Itanhang,Entire home/apt,169,1,0,1,180
15051255,So Cristvo,Entire home/apt,939,15,0,1,365
4255208,Ipanema,Entire home/apt,552,7,2,1,347
121079928,Ipanema,Entire home/apt,909,3,0,37,356
88342794,Maracan,Entire home/apt,999,1,0,1,365
85532158,Riachuelo,Entire home/apt,372,2,0,1,362
81851568,Barra da Tijuca,Private room,49,30,0,3,365
15113701,Maracan,Shared room,94,1,2,1,365
64890978,Barra da Tijuca,Entire home/apt,37559,30,0,1,365
54511242,Humait,Entire home/apt,199,4,0,1,21
77878120,Humait,Entire home/apt,601,3,2,1,88
15166765,Barra da Tijuca,Entire home/apt,300,1,0,1,362
37681712,Centro,Entire home/apt,180,5,1,3,225
51050666,Centro,Private room,60,2,7,3,364
181028,Centro,Entire home/apt,237,2,2,1,365
10499557,Centro,Entire home/apt,398,3,1,1,365
12236142,Centro,Entire home/apt,150,1,2,1,365
3800524,Centro,Entire home/apt,90,5,9,1,364
80792892,Centro,Private room,128,2,2,1,365
12699077,Barra da Tijuca,Entire home/apt,105,2,0,1,68
20819128,Barra da Tijuca,Entire home/apt,1089,1,0,1,358
102501669,Barra da Tijuca,Entire home/apt,199,1,1,1,30
15259632,Barra da Tijuca,Entire home/apt,368,8,0,1,365
11691119,Santa Teresa,Private room,180,1,0,2,89
929229,Humait,Private room,150,5,0,4,364
72184256,Barra da Tijuca,Entire home/apt,300,3,39,1,102
6583172,Humait,Private room,199,1,0,2,358
14633668,Santa Teresa,Entire home/apt,150,4,2,2,364
1595318,Botafogo,Private room,113,5,16,1,364
14805617,Lagoa,Private room,139,2,11,6,86
76564076,Lagoa,Entire home/apt,751,1,0,1,358
5335185,Flamengo,Private room,131,1,4,1,361
73476601,Flamengo,Private room,398,4,0,1,362
91438871,Barra da Tijuca,Entire home/apt,146,1,0,2,194
69846826,Barra da Tijuca,Entire home/apt,800,7,0,1,363
3352043,Barra da Tijuca,Entire home/apt,308,3,0,1,345
105780566,Barra da Tijuca,Entire home/apt,180,2,4,1,83
78114295,Lagoa,Entire home/apt,500,30,0,1,365
36567390,Humait,Entire home/apt,901,1,1,1,302
12927383,Tijuca,Private room,150,10,1,1,365
10979588,Tijuca,Private room,199,3,0,1,365
15906263,Tijuca,Private room,1127,1,0,1,365
44992161,Jacarepagu,Private room,150,5,6,3,365
105376640,Jacarepagu,Private room,90,1,2,1,44
2118783,Lagoa,Entire home/apt,270,2,2,2,364
23711750,Jardim Botnico,Private room,300,1,0,1,365
76257965,Humait,Private room,383,1,0,1,87
15698099,Barra da Tijuca,Entire home/apt,1198,3,0,1,178
88664463,Lagoa,Private room,180,1,1,2,364
174540683,Barra da Tijuca,Private room,79,1,0,1,363
85307081,Recreio dos Bandeirantes,Entire home/apt,3899,16,0,1,364
26966332,Barra da Tijuca,Entire home/apt,454,5,0,1,365
115339121,Barra da Tijuca,Private room,252,1,3,2,105
71557713,Barra da Tijuca,Private room,41,1,0,1,169
27865008,Barra da Tijuca,Entire home/apt,199,1,4,7,126
46448320,Recreio dos Bandeirantes,Entire home/apt,199,3,5,1,172
127395720,Barra da Tijuca,Private room,98,1,1,1,87
15911309,Barra da Tijuca,Entire home/apt,300,2,5,1,343
83393764,Barra da Tijuca,Entire home/apt,199,6,15,1,363
58887412,Jacarepagu,Entire home/apt,398,5,0,1,364
63620430,Barra da Tijuca,Shared room,90,1,0,2,364
212722762,Barra da Tijuca,Shared room,90,1,0,1,89
5523783,Lagoa,Entire home/apt,3001,6,0,2,363
47589902,Barra da Tijuca,Shared room,71,1,4,1,284
17922966,Lagoa,Entire home/apt,1127,1,0,1,365
13608308,Jardim Botnico,Entire home/apt,751,7,0,1,365
56019313,Lagoa,Entire home/apt,751,7,0,1,345
119607034,Tijuca,Private room,94,3,2,1,180
70141159,Humait,Entire home/apt,999,1,0,1,365
171869673,Tijuca,Private room,45,2,1,7,147
20731088,Tijuca,Private room,90,2,29,2,83
159702407,Botafogo,Private room,90,1,1,2,256
41250228,Tijuca,Private room,98,1,6,2,364
23118081,Lagoa,Entire home/apt,300,1,0,1,365
53980586,Tijuca,Private room,639,2,0,1,365
171869673,Tijuca,Private room,41,2,0,7,149
71011156,Tijuca,Private room,101,3,0,1,363
11583600,Jardim Botnico,Entire home/apt,751,7,0,1,365
57431181,Jardim Botnico,Entire home/apt,714,2,0,1,364
64577028,Tijuca,Entire home/apt,500,5,0,1,363
137179064,Barra da Tijuca,Private room,83,1,0,1,174
74652696,Barra da Tijuca,Private room,86,1,0,4,355
67978042,Barra da Tijuca,Private room,90,2,44,1,354
30606774,Jacarepagu,Private room,169,15,1,1,363
77242985,Jacarepagu,Entire home/apt,1202,7,0,1,364
214727275,Jacarepagu,Private room,199,1,0,1,128
17870028,Urca,Entire home/apt,199,3,0,2,52
35822435,Jacarepagu,Private room,98,1,0,2,364
105113529,Urca,Entire home/apt,128,3,12,1,342
2905047,Jacarepagu,Private room,282,1,2,1,365
4418553,Tijuca,Private room,60,2,15,3,356
10366426,Tijuca,Private room,98,1,0,1,365
14457305,Tijuca,Private room,199,1,0,1,365
90102111,Tijuca,Private room,150,1,0,1,83
4416810,Jacarepagu,Private room,597,1,0,1,364
78129535,So Conrado,Private room,199,1,0,1,365
71563716,Curicica,Entire home/apt,300,1,0,1,41
163602722,Taquara,Private room,169,1,0,1,179
173326670,Curicica,Entire home/apt,79,5,0,1,365
87936360,Maracan,Private room,135,1,0,1,365
147191098,Jacarepagu,Private room,1198,1,1,30,365
147191098,Jacarepagu,Private room,999,1,0,30,365
78882156,Maracan,Private room,90,3,0,1,87
213230578,Engenho Novo,Shared room,56,7,0,1,365
11175037,Recreio dos Bandeirantes,Entire home/apt,2501,5,0,1,365
81659144,Freguesia (Jacarepagu),Shared room,101,1,0,1,365
86059942,Anil,Entire home/apt,3001,7,0,1,362
85841458,Freguesia (Jacarepagu),Shared room,60,1,0,1,363
174418260,Olaria,Shared room,49,7,0,1,365
33289451,Freguesia (Jacarepagu),Entire home/apt,199,5,0,3,218
706633,Recreio dos Bandeirantes,Entire home/apt,229,2,22,1,204
58324762,Praia da Bandeira,Private room,79,1,0,1,363
135765170,Campo Grande,Entire home/apt,300,1,0,1,328
162131392,Barra da Tijuca,Private room,53,2,10,1,339
65356133,Barra de Guaratiba,Private room,199,1,3,5,72
109622545,Barra da Tijuca,Entire home/apt,252,1,18,1,319
107364289,Barra de Guaratiba,Private room,541,1,0,7,345
30233602,Campo Grande,Entire home/apt,1127,30,0,1,365
70646886,Galeo,Entire home/apt,1799,2,0,12,364
157997535,Bangu,Shared room,150,1,0,1,87
182096437,Barra da Tijuca,Entire home/apt,289,2,10,1,280
134675857,Barra da Tijuca,Entire home/apt,282,3,0,1,363
5118650,Barra de Guaratiba,Private room,150,1,0,3,365
15684876,Barra de Guaratiba,Private room,252,1,0,4,365
51088376,Barra da Tijuca,Entire home/apt,255,2,0,1,268
73424233,Freguesia (Jacarepagu),Private room,263,1,0,2,180
5184566,Urca,Private room,237,2,6,1,363
2661711,Barra da Tijuca,Entire home/apt,522,2,0,1,363
70480446,Parque Anchieta,Private room,79,2,0,1,365
10952208,Santa Cruz,Entire home/apt,270,2,0,1,365
13695694,Santa Cruz,Shared room,150,4,1,1,365
59896259,Bangu,Private room,60,1,2,1,365
72127026,Taquara,Private room,500,1,0,1,83
708485,Cacuia,Private room,263,2,0,3,365
1144366,Senador Camar,Private room,68,2,0,2,365
43216293,Galeo,Private room,131,1,0,1,365
42704024,Vigrio Geral,Entire home/apt,90,3,0,1,365
86882227,Portuguesa,Private room,398,1,0,1,364
84805496,Guadalupe,Private room,188,1,0,1,365
5118650,Barra de Guaratiba,Private room,300,1,0,3,365
88558151,Barra de Guaratiba,Private room,169,1,6,1,363
139392304,Ribeira,Private room,79,2,0,1,90
45372983,Tanque,Entire home/apt,199,1,1,1,362
87511512,Bento Ribeiro,Entire home/apt,300,1,0,1,365
20359268,Barra da Tijuca,Entire home/apt,240,3,1,1,252
511850,Barra da Tijuca,Entire home/apt,162,3,16,3,167
62018017,Parque Anchieta,Entire home/apt,1502,1,0,1,365
106277513,Barra da Tijuca,Entire home/apt,500,31,16,1,0
201839399,Leme,Entire home/apt,169,1,2,3,226
5957732,Freguesia (Jacarepagu),Private room,98,2,0,1,81
73454103,Brs de Pina,Private room,225,3,0,1,365
81845329,Bonsucesso,Entire home/apt,38,1,103,1,2
13320069,Olaria,Private room,86,2,5,2,365
5695370,Vila Kosmos,Private room,101,1,1,2,365
16045443,Barra da Tijuca,Entire home/apt,469,1,15,1,357
48360168,Barra de Guaratiba,Entire home/apt,252,1,1,1,88
33651720,Barra da Tijuca,Entire home/apt,398,3,0,1,87
156661131,Praa Seca,Entire home/apt,319,4,0,1,180
4712053,Leme,Entire home/apt,451,3,15,1,365
9716207,Urca,Entire home/apt,79,1,10,1,363
1729771,Urca,Entire home/apt,218,5,9,2,309
68201068,Freguesia (Jacarepagu),Entire home/apt,101,1,19,1,320
3659960,Leme,Entire home/apt,338,4,8,3,282
47010058,Jacarepagu,Entire home/apt,94,2,4,1,163
102133481,Botafogo,Private room,79,1,9,4,94
3263157,Humait,Entire home/apt,109,2,3,1,14
86403326,Tijuca,Private room,60,1,7,1,88
5925635,Centro,Private room,150,2,0,1,365
67127195,Rio Comprido,Entire home/apt,488,15,0,3,363
12872158,Tijuca,Entire home/apt,950,2,1,1,365
