host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
63907274,Vitor,Centro  ,Entire home/apt,199,3,0,,,1,0
63908590,Sidney,Barra da Tijuca,Entire home/apt,1502,5,0,,,1,365
63913122,Laas,Recreio dos Bandeirantes,Entire home/apt,101,2,0,,,1,365
63913590,Brenda,Campo Grande ,Entire home/apt,849,20,0,,,1,365
63919337,Camila,Barra da Tijuca,Entire home/apt,349,2,1,06/04/2017,0.04,1,0
63930145,Vilma,Jacarepagua  ,Entire home/apt,699,2,0,,,1,180
63933781,Joalo,Laranjeiras  ,Private room,101,1,1,06/12/2017,0.1,1,365
63944338,Cristina,Taquara  ,Entire home/apt,20000,6,0,,,1,365
63947695,Irene,Leme  ,Entire home/apt,199,2,1,15/08/2016,0.04,1,349
63952755,Patricia,Leblon  ,Entire home/apt,451,3,1,16/02/2018,0.13,1,158
63954449,Jorge,Barra da Tijuca,Entire home/apt,278,3,3,14/02/2018,0.12,4,3
63954449,Jorge,Rio Comprido ,Private room,41,30,0,,,4,365
63954449,Jorge,Rio Comprido ,Private room,38,30,0,,,4,245
63954449,Jorge,Estacio  ,Private room,38,30,0,,,4,358
63956094,Ana Maria,Barra da Tijuca,Entire home/apt,1499,1,1,14/08/2016,0.04,1,0
63957576,Ricardo,Barra da Tijuca,Entire home/apt,1499,3,0,,,1,365
63957919,Alexandre,Barra da Tijuca,Entire home/apt,980,5,0,,,1,0
63960264,Felipe,Flamengo  ,Entire home/apt,699,1,1,07/08/2016,0.04,1,0
63964397,Sargio,Barra da Tijuca,Entire home/apt,3298,1,0,,,1,0
63965243,Aline,Recreio dos Bandeirantes,Entire home/apt,300,4,2,25/01/2018,0.21,1,176
63969236,Ricardo Saad,Leblon  ,Entire home/apt,939,2,1,14/08/2016,0.04,1,89
63969332,Bernadete,Laranjeiras  ,Entire home/apt,3042,16,0,,,1,0
63979985,Thiago,Jardim Botanico ,Private room,41,1,2,06/08/2017,0.07,2,362
63979985,Thiago,Jardim Botanico ,Private room,41,2,4,23/08/2017,0.15,2,362
64013034,Andrea,Copacabana  ,Private room,180,1,14,28/02/2017,0.46,1,0
64014728,Vinicius,Jacarepagua  ,Entire home/apt,901,3,0,,,1,180
64020364,Adriana,Botafogo  ,Entire home/apt,601,1,1,21/08/2016,0.04,1,365
64021405,Silvia,Flamengo  ,Entire home/apt,398,2,0,,,1,0
64022182,Lucalia,Itanhanga  ,Private room,150,1,1,15/08/2016,0.04,2,362
64022182,Lucalia,Itanhanga  ,Private room,109,1,3,22/02/2017,0.11,2,89
64027159,Gustavo,Tijuca  ,Entire home/apt,451,1,3,09/07/2018,0.14,5,350
64027159,Gustavo,Tijuca  ,Private room,252,1,1,06/06/2016,0.03,5,0
64027159,Gustavo,Tijuca  ,Entire home/apt,398,1,5,08/04/2018,0.2,5,365
64027159,Gustavo,Tijuca  ,Entire home/apt,349,1,5,29/07/2018,0.19,5,345
64027159,Gustavo,Tijuca  ,Private room,158,1,2,06/01/2017,0.09,5,351
64030134,Beatriz,Laranjeiras  ,Entire home/apt,300,3,3,01/03/2017,0.11,1,0
64031313,Thiago,Copacabana  ,Entire home/apt,199,5,0,,,1,0
64047732,Marcos Davi,Jacarepagua  ,Entire home/apt,601,5,2,19/08/2016,0.08,1,0
64051148,Leandro,Camorim  ,Entire home/apt,458,2,1,15/08/2016,0.04,1,0
64054422,Yasmin,Recreio dos Bandeirantes,Entire home/apt,999,15,0,,,1,0
64056904,Adriana,Guaratiba  ,Entire home/apt,500,2,4,16/09/2018,0.48,1,361
64059338,Marcio,Copacabana  ,Entire home/apt,49,3,2,03/10/2018,0.7,1,216
64059476,Ruban,Estacio  ,Entire home/apt,751,1,0,,,1,88
64061332,Otavio,Recreio dos Bandeirantes,Entire home/apt,819,1,0,,,1,365
64062014,Alexandre,Barra da Tijuca,Entire home/apt,1300,7,1,29/07/2016,0.04,1,365
64065145,Eduardo,Leblon  ,Entire home/apt,800,2,2,09/05/2016,0.07,1,0
64067751,Thais,Jacarepagua  ,Entire home/apt,252,2,5,04/03/2018,0.17,1,253
64068432,Luis Felipe,Copacabana  ,Private room,331,3,4,02/01/2018,0.15,1,0
64073244,Martha,Leblon  ,Entire home/apt,379,2,1,01/01/2018,0.11,2,272
64073244,Martha,Copacabana  ,Entire home/apt,177,2,6,21/02/2018,0.63,2,0
64079037,Mariana,Jacarepagua  ,Entire home/apt,451,2,0,,,1,0
64081905,Camen,Flamengo  ,Entire home/apt,150,30,0,,,1,365
64087437,Diego,Copacabana  ,Entire home/apt,169,1,12,09/09/2018,1.08,2,70
64087437,Diego,Copacabana  ,Private room,86,1,30,23/09/2018,2.82,2,117
64089147,Erick,Recreio dos Bandeirantes,Entire home/apt,1198,1,0,,,1,0
64096663,Beto,Recreio dos Bandeirantes,Entire home/apt,1750,4,0,,,1,0
64097998,Vivian,Copacabana  ,Private room,75,1,8,17/02/2018,0.37,1,359
64102818,Marcio,Barra da Tijuca,Entire home/apt,349,2,0,,,2,0
64102818,Marcio,Barra da Tijuca,Entire home/apt,1198,1,0,,,2,0
64109594,Breno,Copacabana  ,Entire home/apt,398,5,0,,,1,0
64110129,Nell,Copacabana  ,Entire home/apt,901,1,3,01/03/2017,0.1,2,365
64110129,Nell,Copacabana  ,Entire home/apt,500,3,0,,,2,103
64111773,Claudio,Maier  ,Private room,150,1,2,15/08/2016,0.08,2,364
64111773,Claudio,Flamengo  ,Entire home/apt,252,2,6,16/09/2016,0.23,2,364
64148421,Individual Home,Madureira  ,Entire home/apt,60,1,1,09/08/2016,0.04,1,0
64149709,Alana,Jacarepagua  ,Private room,86,1,8,02/01/2018,0.31,1,90
64150350,Mozart,Recreio dos Bandeirantes,Private room,49,1,30,16/09/2018,1.84,2,331
64150350,Mozart,Recreio dos Bandeirantes,Private room,195,1,1,24/09/2017,0.08,2,0
64158500,Ledir,Ipanema  ,Entire home/apt,300,8,1,17/08/2016,0.04,1,363
64163033,Pedro,Copacabana  ,Entire home/apt,192,4,2,27/09/2017,0.07,1,0
64165050,Gabriela,Centro  ,Entire home/apt,139,1,0,,,1,0
64167221,Valeria,Copacabana  ,Entire home/apt,20000,3,0,,,1,0
64168950,Dalva,Barra da Tijuca,Entire home/apt,1127,1,0,,,1,0
64181677,Marco,Ipanema  ,Entire home/apt,950,1,0,,,1,0
64191121,Andra,Barra da Tijuca,Entire home/apt,500,3,0,,,1,365
64195629,Daniele,Recreio dos Bandeirantes,Entire home/apt,1198,1,0,,,1,0
64195788,Lucas,Ipanema  ,Entire home/apt,398,1,4,17/04/2017,0.18,1,80
64199563,Catia,Freguesia (Jacarepagua) ,Entire home/apt,751,10,0,,,1,0
64201617,Claudia,Ipanema  ,Entire home/apt,398,4,27,13/09/2018,0.9,1,244
64201956,Leonardo,Botafogo  ,Entire home/apt,131,3,10,05/08/2018,0.35,1,61
64207630,Mariana,Gavea  ,Private room,120,1,4,28/02/2017,0.14,3,364
64207630,Mariana,Gavea  ,Private room,86,1,10,13/01/2018,0.34,3,363
64207630,Mariana,Gavea  ,Private room,79,1,3,20/11/2017,0.11,3,364
64211010,Eduardo,Barra da Tijuca,Private room,376,3,0,,,1,363
64214018,Marcus,Recreio dos Bandeirantes,Entire home/apt,1127,3,1,03/08/2016,0.04,1,0
64226212,Liz Amanda,Copacabana  ,Entire home/apt,252,2,5,22/07/2018,0.23,2,275
64226212,Liz Amanda,Centro  ,Private room,109,2,1,10/08/2018,0.47,2,247
64226410,Daniele,Recreio dos Bandeirantes,Entire home/apt,451,1,0,,,1,0
64228696,Marcio,Barra da Tijuca,Entire home/apt,3899,1,1,16/08/2016,0.04,1,0
64229195,Guilherme,Barra da Tijuca,Entire home/apt,451,15,0,,,1,178
64233256,Selma,Lagoa  ,Entire home/apt,214,4,25,29/09/2018,0.94,1,50
64239232,Leandro,Jacarepagua  ,Entire home/apt,601,10,0,,,1,0
64241254,Lidia,Centro  ,Entire home/apt,282,2,2,23/08/2016,0.08,1,364
64245648,Eduardo,Recreio dos Bandeirantes,Private room,252,1,0,,,1,89
64247274,Rita,Barra da Tijuca,Private room,496,5,0,,,1,365
64250955,Leila,Barra da Tijuca,Private room,124,1,0,,,1,0
64272456,Diogo,Ipanema  ,Entire home/apt,901,2,0,,,2,0
64272456,Diogo,Copacabana  ,Entire home/apt,398,2,0,,,2,0
64274018,Vanessa,Catete  ,Entire home/apt,101,4,8,16/04/2018,0.43,1,0
64274378,Daniela,Osvaldo Cruz ,Entire home/apt,500,20,0,,,2,0
64274378,Daniela,Praasa Seca ,Entire home/apt,349,20,0,,,2,0
64275672,Adam,Copacabana  ,Entire home/apt,49,1,12,25/09/2018,1.88,2,76
64275672,Adam,Copacabana  ,Entire home/apt,300,1,10,28/09/2018,1.8,2,177
64288722,Alessandra,Barra da Tijuca,Private room,150,2,0,,,2,363
64288722,Alessandra,Jacarepagua  ,Private room,1499,5,1,24/08/2016,0.04,2,0
64290214,Jane,Barra da Tijuca,Entire home/apt,548,2,3,15/04/2017,0.14,1,0
64294308,Terezinha,Copacabana  ,Entire home/apt,199,7,1,19/08/2016,0.04,5,139
64294308,Terezinha,Flamengo  ,Entire home/apt,229,3,0,,,5,363
64294308,Terezinha,Copacabana  ,Entire home/apt,169,3,0,,,5,136
64294308,Terezinha,Copacabana  ,Entire home/apt,282,7,1,28/05/2016,0.03,5,358
64294308,Terezinha,Barra da Tijuca,Entire home/apt,500,7,0,,,5,364
64296300,Bruno,Copacabana  ,Entire home/apt,751,4,1,02/01/2018,0.11,1,0
64299404,Lorena,Barra da Tijuca,Private room,158,1,1,24/09/2017,0.08,1,0
64304179,Ana Paula,Jacarepagua  ,Entire home/apt,999,5,0,,,1,88
64309775,Monica,Copacabana  ,Private room,297,1,0,,,1,0
64324892,Solange,Humaita  ,Private room,300,1,3,01/01/2017,0.11,1,0
64332558,Thiago,Barra da Tijuca,Entire home/apt,1998,1,0,,,1,0
64336786,Giovanna,Flamengo  ,Private room,225,3,0,,,1,87
64338682,Isabel,Leblon  ,Entire home/apt,2254,14,0,,,1,0
64365096,Gabriela,Laranjeiras  ,Entire home/apt,999,4,3,06/10/2016,0.12,1,179
64371577,Regina,Ipanema  ,Entire home/apt,282,3,2,26/02/2017,0.1,1,180
64403875,Sylvia,Laranjeiras  ,Entire home/apt,398,7,0,,,1,0
64405847,Bruno,Catete  ,Entire home/apt,252,4,11,14/09/2018,0.4,1,339
64409853,Carlos,Tijuca  ,Entire home/apt,349,1,5,18/09/2016,0.18,1,0
64410736,Elisa,Copacabana  ,Entire home/apt,101,3,40,10/07/2018,1.83,1,211
64412171,Geisi,Barra da Tijuca,Entire home/apt,1300,2,0,,,4,363
64412171,Geisi,Barra da Tijuca,Private room,199,1,0,,,4,255
64412171,Geisi,Barra da Tijuca,Private room,199,1,0,,,4,255
64412171,Geisi,Barra da Tijuca,Private room,349,1,0,,,4,255
64412606,Maria De Fatima Soares,Flamengo  ,Private room,79,1,8,01/01/2018,0.31,3,365
64412606,Maria De Fatima Soares,Flamengo  ,Private room,71,1,6,02/02/2018,0.23,3,365
64412606,Maria De Fatima Soares,Flamengo  ,Private room,49,1,13,08/10/2018,1.84,3,353
64414731,Rafael,Barra da Tijuca,Private room,56,1,0,,,1,167
64422656,Luiz,Recreio dos Bandeirantes,Entire home/apt,999,5,0,,,1,87
64438366,Olavo,Maracanal  ,Private room,150,1,1,07/08/2016,0.04,1,89
64439025,Jaime,Jardim Botanico ,Entire home/apt,2550,10,0,,,1,0
64439315,Pedro,Barra da Tijuca,Entire home/apt,2299,30,0,,,1,365
64439830,Flavia,Leblon  ,Entire home/apt,2024,5,0,,,1,0
64441280,Mauricio,Barra da Tijuca,Private room,398,1,0,,,1,365
64443139,Cecilia,Curicica  ,Entire home/apt,1499,1,0,,,1,0
64443652,Linda,Barra da Tijuca,Entire home/apt,229,3,2,25/09/2017,0.08,1,364
64448938,Mauricio,Jacarepagua  ,Entire home/apt,36838,1,0,,,1,0
64449447,Mario,Copacabana  ,Private room,699,6,0,,,1,365
64455186,Alexandre,Flamengo  ,Entire home/apt,357,4,8,17/09/2018,0.3,1,96
64458376,Rosemary,Barra da Tijuca,Entire home/apt,1499,6,0,,,1,364
64462788,Lincoln,Barra da Tijuca,Entire home/apt,1499,1,0,,,1,365
64464211,Sergio,Curicica  ,Entire home/apt,1499,20,0,,,1,0
64466983,Vinicius,Recreio dos Bandeirantes,Entire home/apt,180,5,0,,,3,365
64466983,Vinicius,Del Castilho ,Entire home/apt,300,2,2,25/08/2016,0.08,3,363
64466983,Vinicius,Del Castilho ,Entire home/apt,252,2,0,,,3,363
64468107,Elisa,Centro  ,Entire home/apt,101,2,11,28/09/2017,0.4,1,8
64468114,Jacinta,Maier  ,Private room,199,5,0,,,1,0
64469077,Ana Paula,Leblon  ,Entire home/apt,2501,15,0,,,1,365
64472027,Daniele,Centro  ,Private room,49,2,4,31/12/2017,0.31,1,0
64503763,Jucelen,Taquara  ,Private room,94,1,0,,,1,365
64506188,Fabiana,Barra da Tijuca,Entire home/apt,1198,29,0,,,1,365
64509812,Eduardo,Urca  ,Entire home/apt,199,2,90,03/10/2018,3.31,1,100
64512868,Ana Paula,Recreio dos Bandeirantes,Entire home/apt,2501,1,0,,,1,0
64517705,Amanda,Glaria  ,Entire home/apt,101,1,35,09/10/2018,3.18,2,84
64517705,Amanda,Flamengo  ,Entire home/apt,999,1,0,,,2,36
64523204,Marcos,Recreio dos Bandeirantes,Entire home/apt,800,30,0,,,1,365
64524001,Roberto,Pilares  ,Entire home/apt,349,3,1,26/08/2016,0.04,1,0
64527354,Ana,Barra da Tijuca,Entire home/apt,3500,7,0,,,1,365
64528820,Lucimar,Ricardo de Albuquerque,Entire home/apt,1998,1,0,,,1,90
64536448,Sonia,Botafogo  ,Private room,252,2,3,22/08/2016,0.11,1,364
64541067,Marcia,Copacabana  ,Entire home/apt,199,5,0,,,1,89
64543152,Luiz,Barra da Tijuca,Entire home/apt,500,3,0,,,1,0
64548150,Ricardo,Recreio dos Bandeirantes,Entire home/apt,398,10,0,,,1,364
64548243,Carlos,Barra da Tijuca,Entire home/apt,4301,15,0,,,1,0
64549855,Raphael,Jacarepagua  ,Entire home/apt,1052,1,0,,,1,0
64551690,Nara,Barra da Tijuca,Entire home/apt,2501,1,0,,,1,365
64553263,Paloma,Freguesia (Jacarepagua) ,Private room,252,7,0,,,1,358
64558761,Diego,Jacarepagua  ,Entire home/apt,1348,1,2,16/08/2016,0.08,1,0
64558948,Bruno,Itanhanga  ,Private room,300,1,0,,,1,365
64560815,Wallace E Paola,Recreio dos Bandeirantes,Entire home/apt,210,2,55,09/10/2018,2.08,1,298
64561257,Maraa Belan,Recreio dos Bandeirantes,Entire home/apt,199,1,3,23/08/2016,0.11,1,0
64571662,Gabriel,Jacara  ,Shared room,79,1,1,29/05/2016,0.03,1,180
64572968,Eduardo,Freguesia (Jacarepagua) ,Private room,601,1,0,,,1,365
64574216,Selmo,Barra da Tijuca,Entire home/apt,1198,7,0,,,1,0
64574338,Tatiana,Laranjeiras  ,Private room,601,4,0,,,1,0
64577028,Moyses,Tijuca  ,Entire home/apt,500,5,0,,,1,363
64606901,Marilia,Santa Teresa ,Private room,101,2,0,,,2,284
64606901,Marilia,Centro  ,Private room,60,2,0,,,2,130
64616787,Lilian Maria,Jacarepagua  ,Private room,109,1,5,25/09/2017,0.27,1,0
64620427,Mauro,Barra da Tijuca,Entire home/apt,4101,2,0,,,1,0
64620502,Alessandra,Jacarepagua  ,Private room,199,1,0,,,2,365
64620502,Alessandra,Jacarepagua  ,Entire home/apt,150,3,0,,,2,364
64624629,German,Barra da Tijuca,Entire home/apt,402,1,0,,,1,365
64632695,Shirley,Ipanema  ,Private room,79,2,0,,,2,272
64632695,Shirley,Ipanema  ,Entire home/apt,901,4,0,,,2,93
64639762,Catia,Jacarepagua  ,Entire home/apt,849,1,0,,,1,0
64641458,Kassandra,Tijuca  ,Entire home/apt,849,7,0,,,1,0
64645913,Thais,Recreio dos Bandeirantes,Entire home/apt,500,10,0,,,1,0
64662160,Sarine,Tijuca  ,Entire home/apt,451,1,0,,,1,0
64664048,Henrique,Jacarepagua  ,Entire home/apt,252,3,0,,,1,90
64665191,Roberson,Barra da Tijuca,Entire home/apt,1251,3,0,,,1,177
64667403,Bruno,Barra da Tijuca,Entire home/apt,879,10,0,,,1,363
64674483,Ricardo,Anil  ,Entire home/apt,3005,15,0,,,1,0
64676614,Taassa,Barra da Tijuca,Entire home/apt,376,3,1,11/08/2016,0.04,1,0
64684206,Paula,Botafogo  ,Entire home/apt,601,3,0,,,1,0
64692008,Diana,Taquara  ,Entire home/apt,601,1,0,,,1,365
64695263,Eduardo,Barra da Tijuca,Entire home/apt,5074,1,0,,,1,0
64733545,Carlos,Barra da Tijuca,Entire home/apt,1198,5,0,,,1,0
64741348,Eliane,Recreio dos Bandeirantes,Entire home/apt,1198,7,0,,,1,0
64743680,Andrea,Barra da Tijuca,Entire home/apt,1600,10,0,,,1,0
64747164,Paulo,Barra da Tijuca,Entire home/apt,751,10,0,,,1,0
64757298,Rosario,Flamengo  ,Private room,162,2,8,05/01/2018,0.31,3,363
64757298,Rosario,Glaria  ,Entire home/apt,101,1,49,01/01/2018,1.86,3,365
64757298,Rosario,Flamengo  ,Private room,282,2,1,13/02/2018,0.12,3,175
64762661,Daniela,Barra da Tijuca,Entire home/apt,35681,1,0,,,1,0
64765056,James,Camorim  ,Entire home/apt,252,20,0,,,1,89
64765086,Lilian,Recreio dos Bandeirantes,Entire home/apt,500,15,0,,,1,363
64768372,Anne,Jacarepagua  ,Entire home/apt,466,7,0,,,1,0
64771914,Giselle,Barra da Tijuca,Entire home/apt,751,2,0,,,1,365
64774478,Ligia,Recreio dos Bandeirantes,Entire home/apt,800,1,0,,,4,364
64774478,Ligia,Recreio dos Bandeirantes,Private room,199,1,0,,,4,364
64774478,Ligia,Recreio dos Bandeirantes,Private room,199,1,1,15/08/2016,0.04,4,365
64774478,Ligia,Recreio dos Bandeirantes,Private room,150,1,2,24/09/2017,0.08,4,89
64776593,Soraya,Barra da Tijuca,Entire home/apt,451,15,0,,,1,365
64780003,JuliN,Barra da Tijuca,Entire home/apt,1878,1,0,,,1,364
64780467,Roberto,Laranjeiras  ,Entire home/apt,601,4,0,,,1,0
64780997,Juliana,Leme  ,Entire home/apt,222,5,1,26/08/2016,0.04,2,363
64780997,Juliana,Barra da Tijuca,Entire home/apt,950,5,1,13/08/2016,0.04,2,363
64787234,Monique,Salo Conrado ,Private room,263,3,2,21/08/2016,0.07,3,362
64787234,Monique,Salo Conrado ,Private room,300,3,1,23/05/2016,0.03,3,364
64787234,Monique,Salo Conrado ,Entire home/apt,939,3,0,,,3,363
64788894,Arthur,Copacabana  ,Entire home/apt,1315,5,0,,,1,0
64789474,Edmon,Barra da Tijuca,Entire home/apt,24999,4,0,,,1,365
64790803,Kayanh,Praasa Seca ,Private room,240,2,1,19/08/2016,0.04,1,365
64794222,Eduardo,Barra da Tijuca,Entire home/apt,500,1,63,18/08/2018,2.39,1,79
64795745,Maciel,Centro  ,Private room,150,2,0,,,1,180
64800102,Amanda,Barra da Tijuca,Entire home/apt,3500,1,0,,,2,0
64800102,Amanda,Barra da Tijuca,Entire home/apt,3001,15,0,,,2,0
64800924,Fabio,Laranjeiras  ,Entire home/apt,398,15,0,,,1,362
64818111,Lhays,Copacabana  ,Entire home/apt,398,3,5,09/09/2018,0.19,1,349
64820762,Marcello,Vargem Grande ,Entire home/apt,729,10,0,,,1,0
64822825,Marisa,Copacabana  ,Entire home/apt,1127,5,0,,,1,0
64822833,Amanda,Ipanema  ,Entire home/apt,1540,10,0,,,1,363
64827244,Adriano Lazaro L,Copacabana  ,Entire home/apt,169,1,3,02/05/2018,0.11,1,355
64830705,Priscila,Centro  ,Entire home/apt,1198,5,0,,,1,365
64832499,Mauricio,Copacabana  ,Private room,120,2,4,20/02/2018,0.37,1,0
64838230,Ethieny,Freguesia (Jacarepagua) ,Shared room,349,4,0,,,1,363
64839346,Vitor,Recreio dos Bandeirantes,Entire home/apt,567,3,0,,,1,0
64848388,Luis,Copacabana  ,Entire home/apt,120,2,0,,,2,350
64848388,Luis,Copacabana  ,Entire home/apt,120,4,0,,,2,344
64868242,Maria Do Carmo Dias Feitosa,Barra da Tijuca,Entire home/apt,199,2,0,,,1,360
64869964,Cassia,Recreio dos Bandeirantes,Entire home/apt,1052,18,0,,,1,0
64870459,Nadyr,Vidigal  ,Entire home/apt,139,3,0,,,1,0
64871894,Michelle,Recreio dos Bandeirantes,Shared room,398,1,3,25/09/2017,0.11,1,364
64879378,Paulo,Gardania Azul ,Entire home/apt,601,3,0,,,1,89
64884665,Gislene,Taquara  ,Entire home/apt,252,3,2,22/08/2016,0.08,1,0
64885124,Rosana,Botafogo  ,Entire home/apt,901,2,2,21/08/2016,0.08,1,0
64886322,Liliana,Recreio dos Bandeirantes,Private room,244,1,0,,,1,365
64887103,Andrea,Recreio dos Bandeirantes,Entire home/apt,500,7,0,,,1,364
64889269,Marcelo,Jacarepagua  ,Entire home/apt,901,1,0,,,1,0
64889398,Maria Fernanda Pio,Jacarepagua  ,Entire home/apt,500,3,2,25/09/2017,0.08,3,0
64889398,Maria Fernanda Pio,Copacabana  ,Private room,83,3,2,13/02/2018,0.1,3,84
64889398,Maria Fernanda Pio,Copacabana  ,Private room,150,3,5,14/02/2018,0.19,3,89
64890978,Eduardo Eurico,Barra da Tijuca,Entire home/apt,37559,30,0,,,1,365
64897430,Kelly,Leblon  ,Entire home/apt,1998,2,10,05/05/2018,0.38,1,348
64898516,Mariana,Jacarepagua  ,Entire home/apt,300,7,0,,,2,365
64898516,Mariana,Jacarepagua  ,Private room,300,7,0,,,2,365
64898945,Marcelo,Barra da Tijuca,Entire home/apt,2250,2,0,,,1,178
64899224,Nathalia,Barra da Tijuca,Entire home/apt,180,2,4,07/01/2017,0.15,1,0
64902298,Miguel,Jacarepagua  ,Private room,939,1,0,,,1,365
64909043,Thales,Flamengo  ,Entire home/apt,150,1,3,12/02/2018,0.12,1,0
64913348,Camila,Leblon  ,Entire home/apt,349,1,4,27/11/2016,0.15,1,363
64918267,Thiago,Glaria  ,Private room,240,3,1,08/02/2018,0.12,1,365
64920145,Gustavo,Leme  ,Entire home/apt,349,4,0,,,1,180
64922906,Gilmar,Jardim Sulacap ,Private room,376,7,0,,,2,180
64922906,Gilmar,Jardim Sulacap ,Private room,563,7,0,,,2,0
64923816,Bernardo,Barra da Tijuca,Entire home/apt,1998,1,2,22/08/2016,0.08,1,0
64929879,Selma,Camorim  ,Entire home/apt,901,1,0,,,1,0
64930913,Gilda,Copacabana  ,Entire home/apt,751,3,3,07/01/2018,0.11,2,89
64930913,Gilda,Gavea  ,Entire home/apt,1799,1,1,24/08/2016,0.04,2,0
64951984,Andre,Bras de Pina,Entire home/apt,101,2,0,,,1,0
64956747,Maik,Jacarepagua  ,Entire home/apt,349,1,0,,,1,365
64960171,Luis,Recreio dos Bandeirantes,Entire home/apt,192,2,2,06/01/2018,0.16,1,365
64964483,Carolina,Copacabana  ,Entire home/apt,406,1,16,06/10/2018,1.7,1,318
64964623,Taiguara,Recreio dos Bandeirantes,Entire home/apt,252,3,8,03/01/2018,0.3,1,362
64964777,Kelly,Barra da Tijuca,Entire home/apt,999,10,0,,,1,363
64966808,Livia,Recreio dos Bandeirantes,Entire home/apt,992,3,0,,,1,0
64971106,Maria Neide,Barra da Tijuca,Private room,999,1,0,,,1,0
64972387,Marcello,Recreio dos Bandeirantes,Entire home/apt,800,5,0,,,1,358
64972820,Janete,Botafogo  ,Shared room,75,15,0,,,1,0
64976663,Fabiana,Recreio dos Bandeirantes,Entire home/apt,424,2,0,,,1,363
64982740,Monique,Jacarepagua  ,Private room,500,5,1,05/04/2016,0.03,1,0
64992496,Guilherme,Tijuca  ,Private room,270,1,1,15/08/2016,0.04,1,0
65031358,Gui,Vargem Pequena ,Entire home/apt,999,1,0,,,1,365
65034214,Flavia,Jacarepagua  ,Entire home/apt,901,1,0,,,1,365
65046415,Manuela,Jacarepagua  ,Entire home/apt,999,10,0,,,2,365
65046415,Manuela,Jacarepagua  ,Entire home/apt,590,10,0,,,2,364
65050972,Ricardo,Barra da Tijuca,Entire home/apt,736,1,0,,,1,365
65056592,Alexandre,Leblon  ,Entire home/apt,1499,1,0,,,2,0
65056592,Alexandre,Camorim  ,Entire home/apt,699,12,0,,,2,0
65064152,Claber,Jacarepagua  ,Entire home/apt,162,1,0,,,1,365
65077894,Pedro,Laranjeiras  ,Private room,56,1,1,14/08/2016,0.04,3,0
65077894,Pedro,Laranjeiras  ,Private room,101,20,0,,,3,0
65077894,Pedro,Laranjeiras  ,Private room,79,1,0,,,3,0
65081153,Jr,Leme  ,Entire home/apt,901,1,0,,,1,0
65084470,Salustiano,Salo Francisco Xavier,Private room,90,1,0,,,1,365
65085084,Jacqueline,Barra de Guaratiba,Entire home/apt,398,6,0,,,1,0
65085242,Claudio,Barra da Tijuca,Entire home/apt,789,5,5,01/03/2017,0.19,1,363
65089898,Jacinta Maria,Copacabana  ,Entire home/apt,79,4,9,22/12/2017,0.51,2,194
65089898,Jacinta Maria,Copacabana  ,Entire home/apt,139,5,0,,,2,0
65089948,Michel,Copacabana  ,Entire home/apt,646,4,3,27/01/2017,0.11,1,232
65094657,Fran,Botafogo  ,Entire home/apt,199,1,21,07/07/2018,0.72,2,0
65094657,Fran,Botafogo  ,Private room,71,2,2,23/06/2018,0.41,2,284
65094694,Cesar Augusto,Copacabana  ,Entire home/apt,300,5,1,15/02/2018,0.13,1,0
65100455,Cecilia,Barra da Tijuca,Entire home/apt,169,3,0,,,2,365
65100455,Cecilia,Recreio dos Bandeirantes,Entire home/apt,616,10,0,,,2,365
65114856,Elzinea,Recreio dos Bandeirantes,Entire home/apt,1499,10,0,,,1,362
65126250,Carina,Copacabana  ,Entire home/apt,1701,1,4,10/10/2017,0.15,1,365
65127234,Maura,Recreio dos Bandeirantes,Private room,1401,10,0,,,1,0
65132786,Paulo Roberto,Recreio dos Bandeirantes,Entire home/apt,999,1,0,,,1,0
65134278,Tatiana,Barra da Tijuca,Entire home/apt,15024,20,0,,,1,363
65135322,Marcelo,Recreio dos Bandeirantes,Entire home/apt,751,10,0,,,1,0
65139932,Gloria,Recreio dos Bandeirantes,Private room,563,15,1,22/08/2016,0.04,2,365
65139932,Gloria,Recreio dos Bandeirantes,Private room,563,21,0,,,2,365
65140513,Luis,Copacabana  ,Entire home/apt,1100,30,0,,,1,365
65141134,Guilherme,Urca  ,Private room,71,1,0,,,1,0
65143585,Sergio,Saade  ,Entire home/apt,101,4,6,15/02/2018,0.21,5,90
65143585,Sergio,Centro  ,Entire home/apt,79,4,5,31/08/2018,0.25,5,112
65143585,Sergio,Copacabana  ,Entire home/apt,98,4,2,15/02/2018,0.21,5,90
65143585,Sergio,Centro  ,Entire home/apt,101,4,3,04/08/2018,0.7,5,83
65143585,Sergio,Centro  ,Entire home/apt,90,4,0,,,5,112
65197813,Vera Lucia,Barra da Tijuca,Entire home/apt,1300,20,0,,,1,89
65205638,Renato,Jacarepagua  ,Entire home/apt,1198,2,3,25/09/2017,0.11,1,364
65214624,Leonardo,Jacarepagua  ,Private room,71,20,0,,,1,0
65218803,Cristiane,Jacarepagua  ,Entire home/apt,1100,2,0,,,1,364
65221961,Rosa,Laranjeiras  ,Entire home/apt,300,2,1,14/08/2016,0.04,1,0
65224652,Karius,Barra da Tijuca,Entire home/apt,1352,3,0,,,1,0
65228975,Mariana,Barra da Tijuca,Entire home/apt,1600,3,0,,,1,0
65233938,Mariana,Copacabana  ,Entire home/apt,699,5,0,,,1,0
