host_id,host_name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6367903,Daniel,Glaria  ,Entire home/apt,3001,1,0,,,2,365
6371349,Patricia,Barra da Tijuca,Entire home/apt,199,2,15,30/09/2018,1.98,1,14
6373450,Paulo,Copacabana  ,Entire home/apt,436,1,5,02/01/2018,0.15,1,364
6373915,Jorge,Botafogo  ,Entire home/apt,109,30,5,19/03/2017,0.1,1,308
6377322,Paulo,Copacabana  ,Entire home/apt,199,5,0,,,1,0
6387976,Josa Roberto,Botafogo  ,Entire home/apt,180,3,0,,,1,0
6403989,Roberto,Copacabana  ,Entire home/apt,1100,4,0,,,1,0
6405286,Clarice,Leme  ,Entire home/apt,1251,3,0,,,1,159
6410839,Felipe,Copacabana  ,Entire home/apt,139,3,96,29/09/2018,1.66,1,268
6412728,Cristiane,Copacabana  ,Private room,999,1,2,26/06/2014,0.03,1,363
6412812,Samantha,Itanhanga  ,Entire home/apt,1318,4,0,,,1,337
6414637,Luciana,Barra da Tijuca,Entire home/apt,500,1,39,11/10/2018,2.93,1,108
6416134,Rose,Santa Teresa ,Private room,90,3,25,19/05/2018,0.39,1,365
6416236,Stefano,Jardim Botanico ,Entire home/apt,398,2,15,08/04/2018,0.51,1,177
6421792,Nina,Laranjeiras  ,Private room,120,2,18,15/02/2018,0.31,1,4
6422051,Cristina,Ipanema  ,Entire home/apt,165,3,23,01/04/2018,0.66,14,344
6422051,Cristina,Copacabana  ,Entire home/apt,177,3,0,,,14,328
6422051,Cristina,Copacabana  ,Entire home/apt,225,3,5,13/04/2017,0.16,14,255
6422051,Cristina,Ipanema  ,Entire home/apt,180,3,31,03/05/2018,0.98,14,346
6422051,Cristina,Copacabana  ,Entire home/apt,218,3,1,15/03/2017,0.05,14,286
6422051,Cristina,Copacabana  ,Entire home/apt,180,3,2,05/11/2017,0.12,14,271
6422051,Cristina,Copacabana  ,Entire home/apt,244,3,1,08/07/2017,0.06,14,294
6422051,Cristina,Copacabana  ,Entire home/apt,278,3,4,14/03/2018,0.3,14,324
6422051,Cristina,Copacabana  ,Entire home/apt,180,3,2,30/09/2018,0.49,14,288
6422051,Cristina,Copacabana  ,Entire home/apt,184,3,0,,,14,342
6422051,Cristina,Copacabana  ,Entire home/apt,312,3,0,,,14,360
6422051,Cristina,Copacabana  ,Entire home/apt,180,1,0,,,14,288
6422051,Cristina,Copacabana  ,Entire home/apt,368,1,0,,,14,197
6422051,Cristina,Copacabana  ,Entire home/apt,300,1,1,12/08/2018,0.48,14,253
6426590,Ronan,Tijuca  ,Entire home/apt,372,3,0,,,1,365
6431124,Julia,Copacabana  ,Entire home/apt,376,1,0,,,1,365
6431738,Alexandre,Grajaa  ,Entire home/apt,650,1,0,,,1,365
6436825,Sarah,Jacarepagua  ,Entire home/apt,240,2,1,22/08/2016,0.04,1,86
6445834,Ricardo,Ipanema  ,Private room,225,4,20,16/02/2018,0.31,2,360
6445834,Ricardo,Ipanema  ,Private room,83,1,36,26/03/2018,0.6,2,354
6451743,Roberto,Leblon  ,Entire home/apt,222,3,4,02/01/2018,0.17,1,6
6452327,Carlos,Jacarepagua  ,Entire home/apt,563,1,19,26/11/2017,0.51,1,365
6462710,Erica,Copacabana  ,Entire home/apt,109,3,160,13/08/2018,3.07,1,143
6463806,Katia,Barra da Tijuca,Entire home/apt,500,5,0,,,1,0
6466152,Ana,Copacabana  ,Entire home/apt,1852,5,0,,,3,362
6466152,Ana,Ipanema  ,Entire home/apt,451,1,0,,,3,360
6466152,Ana,Copacabana  ,Entire home/apt,500,1,4,14/02/2018,0.18,3,364
6467910,Ana,Leblon  ,Entire home/apt,1052,10,0,,,1,0
6471617,Nara,Copacabana  ,Entire home/apt,2501,15,0,,,1,363
6471631,Cynthia,Barra da Tijuca,Entire home/apt,988,3,5,16/02/2018,0.19,1,88
6473820,Julio,Ipanema  ,Entire home/apt,1303,7,7,19/12/2016,0.18,1,88
6481197,Josa,Engenho de Dentro,Private room,101,1,1,18/08/2016,0.04,1,361
6482278,Agatha,Jacarepagua  ,Entire home/apt,180,1,0,,,1,0
6486021,Miguel,Ipanema  ,Entire home/apt,169,5,8,30/09/2018,0.76,1,349
6488594,Barbara,Santa Teresa ,Private room,49,1,0,,,1,364
6488762,Bernardo,Copacabana  ,Entire home/apt,699,2,0,,,3,358
6488762,Bernardo,Copacabana  ,Entire home/apt,2100,2,7,16/02/2018,0.21,3,358
6488762,Bernardo,Copacabana  ,Private room,259,1,2,02/11/2015,0.05,3,360
6490669,Leticia,Tijuca  ,Private room,71,2,1,11/02/2016,0.03,1,364
6493392,Marcio Souto,Laranjeiras  ,Private room,116,5,3,12/02/2016,0.07,1,365
6494213,Julie,Ipanema  ,Entire home/apt,394,2,5,23/08/2017,0.19,1,176
6505018,Vera Alves,Copacabana  ,Entire home/apt,349,3,3,02/03/2017,0.09,1,0
6505355,Paula,Salo Cristavalo ,Entire home/apt,101,2,2,16/02/2016,0.04,1,365
6506235,Marcos,Leblon  ,Private room,218,1,103,08/10/2018,1.96,4,144
6506235,Marcos,Leblon  ,Private room,169,1,208,08/10/2018,3.96,4,143
6506235,Marcos,Leblon  ,Private room,169,1,137,07/10/2018,2.6,4,152
6506235,Marcos,Leblon  ,Entire home/apt,800,1,11,25/06/2018,0.32,4,157
6506571,Patricia,Senador Camara ,Entire home/apt,1198,2,0,,,1,365
6507292,Marcia,Copacabana  ,Entire home/apt,218,10,5,05/05/2018,0.19,2,253
6507292,Marcia,Copacabana  ,Entire home/apt,297,10,1,30/11/2017,0.09,2,298
6508765,Felipe,Leblon  ,Entire home/apt,1277,5,0,,,2,156
6508765,Felipe,Copacabana  ,Entire home/apt,1934,3,1,06/07/2018,0.3,2,197
6510378,Gary,Ipanema  ,Entire home/apt,939,7,0,,,1,356
6517975,Tulio,Flamengo  ,Private room,41,2,1,07/09/2018,0.83,1,349
6522569,Malu,Copacabana  ,Entire home/apt,1502,1,0,,,1,365
6526531,Helena,Tijuca  ,Entire home/apt,150,3,1,03/01/2018,0.11,1,0
6529360,Juliana,Lagoa  ,Entire home/apt,199,4,8,14/02/2018,0.14,1,362
6530525,Mike,Barra da Tijuca,Private room,60,30,1,02/02/2016,0.03,1,365
6530693,Ana Luiza,Estacio  ,Private room,150,1,3,21/08/2016,0.11,2,365
6530693,Ana Luiza,Estacio  ,Private room,90,1,3,21/08/2016,0.11,2,365
6530923,Felipe,Laranjeiras  ,Entire home/apt,751,1,0,,,1,365
6531941,Vivian,Copacabana  ,Entire home/apt,1499,1,0,,,1,179
6532598,Isabel,Leblon  ,Entire home/apt,398,4,0,,,1,0
6536977,Magaly,Copacabana  ,Entire home/apt,199,3,20,25/09/2017,0.33,1,362
6547382,Monica,Ipanema  ,Entire home/apt,252,3,10,06/09/2018,1.06,1,305
6547684,Milton,Vidigal  ,Entire home/apt,154,2,9,04/09/2017,0.15,1,0
6549074,Vinicius E Samuel,Botafogo  ,Private room,75,3,45,17/07/2018,1.64,1,166
6555908,Louis,Botafogo  ,Entire home/apt,439,2,4,01/03/2017,0.12,1,180
6565906,Guilherme,Ipanema  ,Private room,165,3,1,15/12/2017,0.1,1,87
6574195,Adriana,Barra da Tijuca,Entire home/apt,548,6,0,,,1,231
6574996,Leonel,Jacarepagua  ,Entire home/apt,563,2,2,07/08/2017,0.03,1,365
6576362,Rafael,Lagoa  ,Entire home/apt,376,3,3,24/09/2017,0.23,1,351
6583172,Michelle,Barra da Tijuca,Entire home/apt,180,1,0,,,2,0
6583172,Michelle,Humaita  ,Private room,199,1,0,,,2,358
6587778,Luciana,Glaria  ,Private room,101,6,0,,,1,363
6588436,Rodrigo,Recreio dos Bandeirantes,Private room,113,5,1,07/04/2016,0.03,1,362
6588822,Paula,Copacabana  ,Entire home/apt,3001,1,1,16/08/2016,0.04,1,0
6590402,Marcio,Recreio dos Bandeirantes,Entire home/apt,349,5,0,,,1,50
6590565,Rafael,Flamengo  ,Entire home/apt,841,5,0,,,1,365
6596904,Karina & Gabriela,Ipanema  ,Entire home/apt,2798,7,0,,,1,364
6598215,Aruana,Catete  ,Private room,131,5,0,,,1,0
6600028,Pamella Fritsch,Copacabana  ,Entire home/apt,999,2,0,,,1,285
6600207,Erik,Centro  ,Entire home/apt,620,1,0,,,1,365
6604307,Marcelo,Copacabana  ,Entire home/apt,1202,3,26,16/09/2018,0.73,1,143
6605221,Rodrigo,Copacabana  ,Entire home/apt,199,2,2,08/10/2018,2,1,333
6606607,Rose,Flamengo  ,Private room,71,1,68,10/09/2018,1.08,1,365
6608937,Gloria,Jardim Sulacap ,Private room,177,4,1,01/08/2016,0.04,1,0
6609073,Priscilla,Laranjeiras  ,Private room,79,5,0,,,1,362
6619394,Vandelina,Botafogo  ,Entire home/apt,1499,7,0,,,2,0
6619394,Vandelina,Botafogo  ,Entire home/apt,849,3,1,25/08/2016,0.04,2,0
6620790,Carlos,Gavea  ,Entire home/apt,601,1,0,,,1,0
6623978,Savario,Ipanema  ,Private room,158,2,136,16/09/2018,2.24,1,78
6624705,Ana Cristina,Laranjeiras  ,Entire home/apt,244,3,4,14/02/2018,0.06,1,362
6626544,Thomas,Urca  ,Entire home/apt,199,5,0,,,1,0
6626799,Clara,Recreio dos Bandeirantes,Private room,150,6,0,,,1,0
6635744,Fernanda,Jacarepagua  ,Private room,252,1,1,22/09/2017,0.08,1,0
6653401,Renato,Lagoa  ,Entire home/apt,1502,7,0,,,1,365
6661912,Patricia,Ipanema  ,Entire home/apt,1690,15,0,,,1,0
6662192,Apartamento Copa,Copacabana  ,Private room,162,3,0,,,1,178
6662278,Marcio,Recreio dos Bandeirantes,Shared room,38,1,4,13/09/2018,0.72,1,361
6662756,Andra,Tijuca  ,Private room,199,3,0,,,1,0
6667924,Paulo,Copacabana  ,Entire home/apt,372,3,9,06/06/2018,0.14,1,322
6668899,Paulo Marcos,Copacabana  ,Entire home/apt,267,2,174,03/10/2018,3.52,3,261
6668899,Paulo Marcos,Glaria  ,Entire home/apt,1315,5,5,14/02/2018,0.11,3,0
6668899,Paulo Marcos,Glaria  ,Private room,79,20,3,15/08/2018,0.18,3,351
6675449,Renato,Santa Teresa ,Entire home/apt,376,2,2,07/11/2017,0.1,1,363
6677826,Simone,Barra da Tijuca,Entire home/apt,398,3,0,,,2,364
6677826,Simone,Copacabana  ,Entire home/apt,282,3,0,,,2,364
6680748,Amanda,Flamengo  ,Entire home/apt,199,1,6,03/06/2018,0.64,1,117
6681293,Mira,Copacabana  ,Entire home/apt,252,3,0,,,1,339
6687502,Dario & Sabina,Leme  ,Private room,342,2,13,28/02/2017,0.2,3,354
6687502,Dario & Sabina,Leme  ,Private room,349,2,1,30/10/2017,0.09,3,365
6687502,Dario & Sabina,Leme  ,Private room,150,2,1,06/01/2018,0.11,3,263
6687945,Maria Lucia,Copacabana  ,Entire home/apt,222,2,57,03/10/2018,0.91,2,258
6687945,Maria Lucia,Copacabana  ,Entire home/apt,237,2,41,30/08/2018,0.71,2,331
6690571,Luiz,Tijuca  ,Entire home/apt,1499,1,0,,,1,365
6700107,Cris,Copacabana  ,Entire home/apt,86,2,35,04/10/2018,1.95,1,3
6704310,Luciana,Laranjeiras  ,Private room,131,3,6,01/01/2018,0.13,3,363
6704310,Luciana,Laranjeiras  ,Private room,199,3,0,,,3,364
6704310,Luciana,Laranjeiras  ,Private room,60,3,1,14/02/2018,0.12,3,365
6712425,Eduardo,Copacabana  ,Entire home/apt,1998,4,0,,,1,364
6717872,Maria,Cosme Velho ,Entire home/apt,150,3,2,17/06/2018,0.25,1,364
6719129,Leticia,Barra da Tijuca,Entire home/apt,1198,1,0,,,1,0
6723808,Eduardo,Joa  ,Entire home/apt,1596,4,2,13/08/2017,0.1,1,178
6724763,Sissi E Pedro,Copacabana  ,Private room,150,2,12,16/02/2018,0.23,1,345
6725758,Clodoaldo,Andaraa  ,Shared room,64,3,0,,,6,365
6725758,Clodoaldo,Andaraa  ,Shared room,240,3,0,,,6,365
6725758,Clodoaldo,Andaraa  ,Shared room,45,3,7,20/08/2016,0.13,6,365
6725758,Clodoaldo,Vila Isabel ,Private room,109,3,3,18/08/2016,0.07,6,365
6725758,Clodoaldo,Andaraa  ,Shared room,49,3,6,11/09/2016,0.11,6,365
6725758,Clodoaldo,Vila Isabel ,Shared room,45,2,1,13/02/2018,0.12,6,89
6742102,Claudia,Glaria  ,Private room,71,2,0,,,1,358
6743961,Mel,Centro  ,Entire home/apt,252,4,1,08/02/2016,0.03,1,363
6750980,Rubens & Eva,Copacabana  ,Entire home/apt,492,3,53,22/07/2018,1.41,3,246
6750980,Rubens & Eva,Copacabana  ,Entire home/apt,398,3,28,11/08/2018,0.76,3,216
6750980,Rubens & Eva,Laranjeiras  ,Entire home/apt,252,3,9,14/02/2018,0.27,3,0
6752402,Fernanda,Jardim Carioca ,Private room,109,1,0,,,1,365
6752630,Luisa,Jacarepagua  ,Entire home/apt,199,15,1,27/08/2016,0.04,1,358
6753344,Wanessa,Laranjeiras  ,Entire home/apt,252,5,2,22/08/2016,0.06,1,0
6756215,Vicente,Copacabana  ,Entire home/apt,131,4,102,12/09/2018,1.64,2,288
6756215,Vicente,Copacabana  ,Entire home/apt,222,3,12,06/03/2017,0.2,2,0
6757354,Juliana,Ipanema  ,Private room,500,1,0,,,1,365
6758516,Patricia,Humaita  ,Entire home/apt,687,5,0,,,1,0
6762336,Bernardo,Lagoa  ,Entire home/apt,128,300,63,26/02/2018,1.63,1,364
6776547,Paulo,Copacabana  ,Private room,485,3,1,22/08/2016,0.04,1,363
6780472,Ricardo,Santa Teresa ,Entire home/apt,800,15,0,,,1,358
6785488,Paul,Copacabana  ,Entire home/apt,650,5,20,31/08/2017,0.44,20,364
6785488,Paul,Leblon  ,Entire home/apt,300,5,1,29/02/2016,0.03,20,365
6785488,Paul,Copacabana  ,Entire home/apt,650,5,4,26/01/2017,0.09,20,358
6785488,Paul,Copacabana  ,Entire home/apt,451,3,1,14/07/2017,0.07,20,364
6785488,Paul,Copacabana  ,Entire home/apt,800,4,6,08/10/2017,0.14,20,304
6785488,Paul,Copacabana  ,Entire home/apt,1198,3,0,,,20,362
6785488,Paul,Ipanema  ,Entire home/apt,1100,5,5,23/11/2016,0.12,20,363
6785488,Paul,Copacabana  ,Entire home/apt,1198,3,4,16/03/2016,0.11,20,339
6785488,Paul,Copacabana  ,Entire home/apt,751,3,0,,,20,365
6785488,Paul,Copacabana  ,Entire home/apt,1085,4,0,,,20,365
6785488,Paul,Copacabana  ,Entire home/apt,1653,4,1,15/10/2015,0.03,20,364
6785488,Paul,Copacabana  ,Entire home/apt,361,5,0,,,20,352
6785488,Paul,Copacabana  ,Entire home/apt,699,1,0,,,20,365
6785488,Paul,Copacabana  ,Entire home/apt,1198,7,1,24/08/2016,0.04,20,365
6785488,Paul,Leblon  ,Entire home/apt,901,4,0,,,20,365
6785488,Paul,Copacabana  ,Entire home/apt,601,5,1,20/01/2018,0.11,20,364
6785488,Paul,Copacabana  ,Entire home/apt,331,3,0,,,20,365
6785488,Paul,Copacabana  ,Entire home/apt,920,3,0,,,20,364
6785488,Paul,Leblon  ,Entire home/apt,319,5,0,,,20,23
6785488,Paul,Copacabana  ,Entire home/apt,222,3,0,,,20,364
6786750,Matteo,Copacabana  ,Entire home/apt,252,3,136,20/09/2018,2.24,15,327
6786750,Matteo,Ipanema  ,Entire home/apt,342,3,10,25/01/2018,0.23,15,333
6786750,Matteo,Ipanema  ,Entire home/apt,601,4,0,,,15,365
6786750,Matteo,Copacabana  ,Entire home/apt,300,4,0,,,15,341
6786750,Matteo,Copacabana  ,Entire home/apt,361,4,1,14/02/2018,0.12,15,355
6786750,Matteo,Copacabana  ,Entire home/apt,252,4,1,26/09/2017,0.08,15,365
6786750,Matteo,Copacabana  ,Entire home/apt,150,3,3,02/11/2017,0.2,15,285
6786750,Matteo,Copacabana  ,Entire home/apt,920,4,0,,,15,352
6786750,Matteo,Copacabana  ,Entire home/apt,162,3,1,01/04/2018,0.15,15,147
6786750,Matteo,Copacabana  ,Entire home/apt,451,4,1,13/05/2018,0.2,15,180
6786750,Matteo,Copacabana  ,Entire home/apt,199,3,0,,,15,180
6786750,Matteo,Copacabana  ,Entire home/apt,252,3,0,,,15,180
6786750,Matteo,Copacabana  ,Entire home/apt,259,3,0,,,15,149
6786750,Matteo,Copacabana  ,Entire home/apt,601,3,0,,,15,149
6786750,Matteo,Copacabana  ,Entire home/apt,252,7,0,,,15,31
6788242,Daniel,Copacabana  ,Entire home/apt,300,4,45,17/04/2018,0.7,1,82
6791131,Doni,Ipanema  ,Entire home/apt,297,2,47,30/07/2018,1.07,1,91
6794634,Renata,Humaita  ,Private room,199,2,3,16/02/2018,0.23,1,88
6807530,Marcelo,Ipanema  ,Entire home/apt,349,4,1,18/10/2016,0.04,1,150
6822947,Marina,Copacabana  ,Entire home/apt,199,2,11,30/01/2018,0.21,1,67
6836857,Vanessa,Praasa Seca ,Private room,64,1,7,06/07/2018,0.12,2,365
6836857,Vanessa,Praasa Seca ,Private room,64,1,0,,,2,365
6837440,Douglas,Glaria  ,Private room,101,1,9,14/08/2016,0.16,1,365
6841523,Christine,Ipanema  ,Entire home/apt,282,2,13,01/01/2018,0.22,1,295
6845710,Diego,Botafogo  ,Private room,214,1,0,,,1,365
6847382,Claude,Centro  ,Entire home/apt,60,4,14,28/08/2018,0.66,1,55
6847593,Renata,Ipanema  ,Entire home/apt,1701,1,0,,,1,226
6849468,Fyodor,Ipanema  ,Entire home/apt,488,1,26,12/09/2018,1.47,4,238
6849468,Fyodor,Ipanema  ,Private room,150,2,1,30/07/2017,0.07,4,0
6849468,Fyodor,Ipanema  ,Private room,150,2,0,,,4,0
6849468,Fyodor,Ipanema  ,Private room,563,2,0,,,4,283
6857632,Cristiano,Lagoa  ,Entire home/apt,702,3,7,01/03/2017,0.11,1,358
6857637,Cristina,Cosme Velho ,Entire home/apt,436,3,0,,,1,20
6859077,Sergio,Barra da Tijuca,Entire home/apt,376,4,2,21/09/2016,0.08,2,0
6859077,Sergio,Barra da Tijuca,Entire home/apt,751,4,0,,,2,358
6861008,Maddalena,Barra da Tijuca,Entire home/apt,252,3,1,13/02/2018,0.12,1,364
6861437,Rodrigo,Botafogo  ,Entire home/apt,199,7,0,,,1,364
6863214,Eduardo,Botafogo  ,Entire home/apt,101,3,16,10/09/2018,0.31,1,16
6867407,Joao,Barra da Tijuca,Entire home/apt,597,3,1,25/09/2017,0.08,2,365
6867407,Joao,Barra da Tijuca,Entire home/apt,980,2,0,,,2,353
6875024,Bernardo,Recreio dos Bandeirantes,Entire home/apt,800,2,4,24/07/2018,0.25,1,293
6875889,Alexandre,Santa Teresa ,Entire home/apt,304,2,16,06/10/2018,0.81,1,325
6876310,Eduardo,Glaria  ,Private room,71,1,73,30/06/2018,2.34,2,350
6876310,Eduardo,Glaria  ,Private room,86,1,13,18/07/2018,0.43,2,365
6880027,Patricia,Jardim Botanico ,Private room,300,3,1,18/03/2014,0.02,1,0
6884678,Edy,Copacabana  ,Entire home/apt,120,2,45,05/09/2018,1.71,1,216
6886290,Leandro,Catete  ,Entire home/apt,90,2,81,16/04/2018,1.3,1,0
6892016,Pietro,Barra da Tijuca,Entire home/apt,469,2,5,15/09/2018,0.91,1,153
6893821,Felipe,Jacarepagua  ,Entire home/apt,252,2,1,22/08/2016,0.04,1,362
6895581,Leonardo,Recreio dos Bandeirantes,Entire home/apt,451,10,0,,,1,0
6897735,Katherine M,Leblon  ,Entire home/apt,496,3,1,05/01/2014,0.02,1,365
6903777,Marcelo,Catete  ,Entire home/apt,90,3,0,,,2,351
6903777,Marcelo,Centro  ,Entire home/apt,90,3,1,04/06/2018,0.23,2,321
6911947,Manica,Gavea  ,Entire home/apt,162,2,15,14/02/2018,0.35,1,346
6912863,Tj,Copacabana  ,Entire home/apt,646,4,4,17/08/2016,0.08,1,365
6917476,Glaucio,Tijuca  ,Private room,116,2,1,28/02/2017,0.05,1,364
6919132,Marcio,Copacabana  ,Entire home/apt,192,2,10,12/02/2017,0.19,1,360
6930859,Andraa,Copacabana  ,Entire home/apt,120,4,120,09/10/2018,1.88,1,324
6935063,Debora,Salo Francisco Xavier,Private room,49,1,0,,,1,363
6936378,Eduardo,Copacabana  ,Entire home/apt,1164,4,4,03/01/2017,0.12,1,365
6938417,Diana,Ipanema  ,Entire home/apt,590,2,12,12/03/2018,0.22,1,344
6940444,Fabrice,Copacabana  ,Private room,86,2,0,,,1,0
6948270,Rosane,Barra da Tijuca,Entire home/apt,500,10,0,,,1,0
6948276,Monica,Santa Teresa ,Entire home/apt,120,15,9,05/08/2018,0.27,1,129
6956808,Andre,Jardim Guanabara ,Shared room,90,1,1,29/09/2015,0.03,1,365
6962400,Claudia Marina,Copacabana  ,Entire home/apt,162,1,80,22/08/2016,1.28,2,40
6962400,Claudia Marina,Ipanema  ,Entire home/apt,131,1,90,24/07/2018,1.79,2,40
6968040,Paulo,Leblon  ,Entire home/apt,1931,14,0,,,1,358
6970457,Cristina,Glaria  ,Private room,259,2,0,,,4,363
6970457,Cristina,Glaria  ,Private room,218,2,0,,,4,363
6970457,Cristina,Glaria  ,Private room,218,2,0,,,4,363
6970457,Cristina,Glaria  ,Entire home/apt,868,2,1,25/06/2016,0.04,4,364
6990663,Igor,Copacabana  ,Entire home/apt,300,1,66,29/09/2018,1.15,7,289
6990663,Igor,Ipanema  ,Entire home/apt,800,2,2,01/07/2014,0.04,7,354
6990663,Igor,Leme  ,Entire home/apt,451,1,0,,,7,180
6990663,Igor,Tijuca  ,Entire home/apt,199,1,2,25/10/2015,0.04,7,365
6990663,Igor,Copacabana  ,Entire home/apt,650,1,0,,,7,180
6990663,Igor,Copacabana  ,Entire home/apt,300,1,0,,,7,365
6990663,Igor,Copacabana  ,Entire home/apt,349,2,0,,,7,364
6990815,Ethel,Leme  ,Entire home/apt,300,5,0,,,1,0
7001809,Meton,Copacabana  ,Entire home/apt,300,2,1,01/02/2018,0.12,1,0
7027859,Eider,Leblon  ,Entire home/apt,199,2,48,01/09/2015,0.81,1,350
7036791,Fabio,Copacabana  ,Entire home/apt,229,2,0,,,1,0
7046772,Vanja,Botafogo  ,Entire home/apt,500,7,1,03/01/2015,0.02,1,365
7051988,Karina,Barra da Tijuca,Entire home/apt,2254,10,0,,,1,0
7059920,Hanna,Urca  ,Private room,120,21,1,18/03/2017,0.05,2,0
7059920,Hanna,Urca  ,Entire home/apt,331,30,1,29/03/2018,0.15,2,200
7065926,Rodrigo,Humaita  ,Entire home/apt,845,3,0,,,1,365
7067713,Natasha,Copacabana  ,Entire home/apt,398,4,0,,,1,0
7074029,Melca,Copacabana  ,Entire home/apt,180,3,3,21/02/2018,0.11,1,351
7075440,Claudia,Lagoa  ,Private room,180,1,0,,,1,364
7075963,Barbara,Botafogo  ,Entire home/apt,300,2,1,25/12/2017,0.1,1,0
7085807,Fradarique,Santa Teresa ,Entire home/apt,259,2,11,01/08/2015,0.2,1,365
7089390,Marcela,Ipanema  ,Entire home/apt,169,2,219,27/08/2018,3.45,7,361
7089390,Marcela,Ipanema  ,Entire home/apt,124,2,137,06/10/2018,2.23,7,356
7089390,Marcela,Ipanema  ,Entire home/apt,158,2,129,07/10/2018,2.69,7,362
7089390,Marcela,Ipanema  ,Entire home/apt,180,2,124,30/09/2018,2.68,7,362
7089390,Marcela,Ipanema  ,Entire home/apt,165,2,50,24/05/2018,1.08,7,321
7089390,Marcela,Ipanema  ,Entire home/apt,139,2,77,19/09/2018,2.63,7,360
7089390,Marcela,Ipanema  ,Entire home/apt,1198,3,3,30/09/2018,0.12,7,360
7090408,Paco & Pamela,Santa Teresa ,Entire home/apt,94,4,0,,,1,350
7091696,Cris,Santa Teresa ,Private room,199,1,10,15/02/2018,0.23,1,365
7105615,Claudio,Copacabana  ,Entire home/apt,210,2,158,23/09/2018,2.76,1,94
7107306,Fabio,Lagoa  ,Entire home/apt,849,1,0,,,1,0
7108480,Livea,Engenho de Dentro,Entire home/apt,826,2,0,,,1,364
7118189,Isadora,Maracanal  ,Private room,101,5,0,,,1,0
7118642,Beatriz,Santa Teresa ,Entire home/apt,199,2,45,28/09/2018,0.72,1,216
7118735,Luziane,Copacabana  ,Entire home/apt,729,4,0,,,1,363
7121880,Carmella,Flamengo  ,Entire home/apt,199,2,6,28/02/2017,0.18,3,99
7121880,Carmella,Copacabana  ,Entire home/apt,368,3,0,,,3,364
7121880,Carmella,Copacabana  ,Entire home/apt,402,2,0,,,3,364
7127493,Maria Raquel,Barra da Tijuca,Entire home/apt,270,3,7,27/01/2018,0.32,1,350
7133713,Isha,Santa Teresa ,Entire home/apt,180,2,7,17/08/2018,0.74,1,138
7137130,Adriana,Copacabana  ,Entire home/apt,169,3,9,19/03/2017,0.15,1,365
7139759,Eric  Jane,Cosme Velho ,Private room,454,1,0,,,2,365
7139759,Eric  Jane,Cosme Velho ,Entire home/apt,5600,1,0,,,2,0
7148151,Thelma,Copacabana  ,Entire home/apt,338,1,6,17/02/2018,0.11,1,344
7149993,Tamara,Taquara  ,Private room,71,1,6,24/09/2017,0.16,1,365
7151995,Daniel,Ipanema  ,Entire home/apt,901,1,0,,,2,365
7151995,Daniel,Ipanema  ,Entire home/apt,901,1,0,,,2,365
7158314,Marine,Santa Teresa ,Entire home/apt,240,1,0,,,1,0
7168205,Rosana,Jardim Botanico ,Entire home/apt,3001,6,0,,,1,60
7168464,Lisiene,Vidigal  ,Entire home/apt,252,3,99,01/10/2018,1.63,2,249
7168464,Lisiene,Vidigal  ,Entire home/apt,162,2,35,10/09/2018,0.87,2,309
7170522,Hayna,Humaita  ,Entire home/apt,195,3,0,,,1,0
7171850,Nicholas,Recreio dos Bandeirantes,Entire home/apt,1701,4,0,,,1,0
7172404,Samantha,Botafogo  ,Entire home/apt,203,5,9,10/09/2018,0.45,1,247
7188481,Renato,Copacabana  ,Entire home/apt,184,2,41,30/09/2018,0.67,1,317
7190807,Marcus,Ipanema  ,Entire home/apt,571,1,0,,,1,0
7195997,Ana,Flamengo  ,Entire home/apt,199,7,1,15/02/2017,0.05,6,350
7195997,Ana,Flamengo  ,Entire home/apt,101,3,4,04/01/2015,0.08,6,359
7195997,Ana,Flamengo  ,Entire home/apt,199,7,2,29/03/2017,0.04,6,286
7195997,Ana,Flamengo  ,Entire home/apt,252,5,0,,,6,242
7195997,Ana,Flamengo  ,Private room,79,5,0,,,6,362
7195997,Ana,Flamengo  ,Entire home/apt,252,3,2,20/02/2017,0.06,6,241
7204248,Philip,Salo Conrado ,Entire home/apt,376,6,7,22/12/2014,0.11,1,350
7205004,Sonia,Leme  ,Entire home/apt,222,3,6,12/02/2018,0.23,1,177
7207274,Camila,Copacabana  ,Entire home/apt,139,2,1,07/01/2016,0.03,1,0
7217526,Daniela,Santa Teresa ,Private room,98,1,14,28/02/2017,0.27,3,365
7217526,Daniela,Santa Teresa ,Private room,79,1,4,04/12/2015,0.08,3,365
7217526,Daniela,Santa Teresa ,Private room,252,1,1,30/11/2014,0.02,3,365
7218259,Marian,Flamengo  ,Private room,94,2,2,02/01/2017,0.09,1,364
7221466,Ivete,Urca  ,Entire home/apt,391,4,2,29/01/2016,0.06,1,83
7236262,Jo,Copacabana  ,Entire home/apt,150,2,0,,,1,360
7236661,Bernardo,Flamengo  ,Entire home/apt,500,5,2,22/12/2017,0.05,2,83
7236661,Bernardo,Flamengo  ,Private room,177,2,14,03/12/2015,0.27,2,0
7242899,Hettie,Humaita  ,Entire home/apt,252,7,0,,,1,0
7244714,Salomalo,Leme  ,Entire home/apt,244,1,11,16/02/2018,0.21,1,225
7248384,Marianna,Botafogo  ,Private room,222,5,7,11/01/2015,0.12,1,0
